Date,open,high,low,close,adjclose,volume,ingested_at_utc
2016-01-04,25.65250015258789,26.342500686645508,25.5,26.337499618530273,23.709102630615234,270597600,2026-06-16 06:11:04.138780+00:00
2016-01-05,26.4375,26.462499618530273,25.602500915527344,25.677499771118164,23.11496925354004,223164000,2026-06-16 06:11:04.138780+00:00
2016-01-06,25.139999389648438,25.592500686645508,24.967500686645508,25.174999237060547,22.66261100769043,273829600,2026-06-16 06:11:04.138780+00:00
2016-01-07,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,21.70615005493164,324377600,2026-06-16 06:11:04.138780+00:00
2016-01-08,24.637500762939453,24.77750015258789,24.190000534057617,24.239999771118164,21.820924758911133,283192000,2026-06-16 06:11:04.138780+00:00
2016-01-11,24.74250030517578,24.764999389648438,24.334999084472656,24.63249969482422,22.17426109313965,198957600,2026-06-16 06:11:04.138780+00:00
2016-01-12,25.137500762939453,25.172500610351562,24.709999084472656,24.989999771118164,22.496074676513672,196616800,2026-06-16 06:11:04.138780+00:00
2016-01-13,25.079999923706055,25.297500610351562,24.325000762939453,24.34749984741211,21.917699813842773,249758400,2026-06-16 06:11:04.138780+00:00
2016-01-14,24.489999771118164,25.1200008392334,23.934999465942383,24.8799991607666,22.397056579589844,252680400,2026-06-16 06:11:04.138780+00:00
2016-01-15,24.049999237060547,24.427499771118164,23.84000015258789,24.282499313354492,21.859180450439453,319335600,2026-06-16 06:11:04.138780+00:00
2016-01-19,24.602500915527344,24.662500381469727,23.875,24.165000915527344,21.753416061401367,212350800,2026-06-16 06:11:04.138780+00:00
2016-01-20,23.774999618530273,24.547500610351562,23.354999542236328,24.197500228881836,21.782665252685547,289337600,2026-06-16 06:11:04.138780+00:00
2016-01-21,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,21.67239761352539,208646000,2026-06-16 06:11:04.138780+00:00
2016-01-22,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,22.824657440185547,263202000,2026-06-16 06:11:04.138780+00:00
2016-01-25,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,22.379051208496094,207178000,2026-06-16 06:11:04.138780+00:00
2016-01-26,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,22.502822875976562,300308000,2026-06-16 06:11:04.138780+00:00
2016-01-27,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,21.02424430847168,533478800,2026-06-16 06:11:04.138780+00:00
2016-01-28,23.447500228881836,23.6299991607666,23.09749984741211,23.522499084472656,21.175029754638672,222715200,2026-06-16 06:11:04.138780+00:00
2016-01-29,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,21.906442642211914,257666000,2026-06-16 06:11:04.138780+00:00
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,21.701644897460938,163774000,2026-06-16 06:11:04.138780+00:00
2016-02-02,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,21.262798309326172,149428800,2026-06-16 06:11:04.138780+00:00
2016-02-03,23.75,24.209999084472656,23.520000457763672,24.087499618530273,21.683645248413086,183857200,2026-06-16 06:11:04.138780+00:00
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,21.857873916625977,185886800,2026-06-16 06:11:04.138780+00:00
2016-02-05,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,21.274093627929688,185672400,2026-06-16 06:11:04.138780+00:00
2016-02-08,23.282499313354492,23.924999237060547,23.260000228881836,23.752500534057617,21.498109817504883,216085600,2026-06-16 06:11:04.138780+00:00
2016-02-09,23.572500228881836,23.985000610351562,23.482500076293945,23.747499465942383,21.493574142456055,177324800,2026-06-16 06:11:04.138780+00:00
2016-02-10,23.979999542236328,24.087499618530273,23.524999618530273,23.5674991607666,21.330657958984375,169374400,2026-06-16 06:11:04.138780+00:00
2016-02-11,23.447500228881836,23.68000030517578,23.147499084472656,23.424999237060547,21.201684951782227,200298800,2026-06-16 06:11:04.138780+00:00
2016-02-12,23.547500610351562,23.625,23.252500534057617,23.497499465942383,21.267309188842773,161405600,2026-06-16 06:11:04.138780+00:00
2016-02-16,23.7549991607666,24.212499618530273,23.65250015258789,24.15999984741211,21.866924285888672,196231600,2026-06-16 06:11:04.138780+00:00
2016-02-17,24.167499542236328,24.552499771118164,24.037500381469727,24.530000686645508,22.201807022094727,179452800,2026-06-16 06:11:04.138780+00:00
2016-02-18,24.709999084472656,24.72249984741211,24.022499084472656,24.065000534057617,21.78094482421875,156084000,2026-06-16 06:11:04.138780+00:00
2016-02-19,24.0,24.190000534057617,23.950000762939453,24.010000228881836,21.73116111755371,141496800,2026-06-16 06:11:04.138780+00:00
2016-02-22,24.077499389648438,24.225000381469727,23.979999542236328,24.219999313354492,21.921226501464844,137123200,2026-06-16 06:11:04.138780+00:00
2016-02-23,24.100000381469727,24.125,23.637500762939453,23.672500610351562,21.425701141357422,127770400,2026-06-16 06:11:04.138780+00:00
2016-02-24,23.4950008392334,24.094999313354492,23.329999923706055,24.024999618530273,21.744739532470703,145022800,2026-06-16 06:11:04.138780+00:00
2016-02-25,24.012500762939453,24.190000534057617,23.8125,24.190000534057617,21.894079208374023,110330800,2026-06-16 06:11:04.138780+00:00
2016-02-26,24.299999237060547,24.5049991607666,24.145000457763672,24.227500915527344,21.928024291992188,115964400,2026-06-16 06:11:04.138780+00:00
2016-02-29,24.21500015258789,24.5575008392334,24.162500381469727,24.172500610351562,21.87824249267578,140865200,2026-06-16 06:11:04.138780+00:00
2016-03-01,24.412500381469727,25.1924991607666,24.354999542236328,25.13249969482422,22.747121810913086,201628400,2026-06-16 06:11:04.138780+00:00
2016-03-02,25.127500534057617,25.22249984741211,24.90999984741211,25.1875,22.79689598083496,132678400,2026-06-16 06:11:04.138780+00:00
2016-03-03,25.145000457763672,25.427499771118164,25.112499237060547,25.375,22.966609954833984,147822800,2026-06-16 06:11:04.138780+00:00
2016-03-04,25.592500686645508,25.9375,25.342500686645508,25.752500534057617,23.308284759521484,184220400,2026-06-16 06:11:04.138780+00:00
2016-03-07,25.59749984741211,25.707500457763672,25.239999771118164,25.467500686645508,23.050331115722656,143315600,2026-06-16 06:11:04.138780+00:00
2016-03-08,25.19499969482422,25.440000534057617,25.100000381469727,25.25749969482422,22.86026382446289,126247600,2026-06-16 06:11:04.138780+00:00
2016-03-09,25.327499389648438,25.395000457763672,25.0674991607666,25.280000686645508,22.880624771118164,108806800,2026-06-16 06:11:04.138780+00:00
2016-03-10,25.352500915527344,25.559999465942383,25.037500381469727,25.292499542236328,22.891942977905273,134054400,2026-06-16 06:11:04.138780+00:00
2016-03-11,25.559999465942383,25.56999969482422,25.375,25.565000534057617,23.13857078552246,109632800,2026-06-16 06:11:04.138780+00:00
2016-03-14,25.477500915527344,25.727500915527344,25.44499969482422,25.6299991607666,23.19739532470703,100304400,2026-06-16 06:11:04.138780+00:00
2016-03-15,25.989999771118164,26.295000076293945,25.962499618530273,26.145000457763672,23.663528442382812,160270800,2026-06-16 06:11:04.138780+00:00
2016-03-16,26.15250015258789,26.577499389648438,26.147499084472656,26.49250030517578,23.978044509887695,153214000,2026-06-16 06:11:04.138780+00:00
2016-03-17,26.3799991607666,26.61750030517578,26.239999771118164,26.450000762939453,23.9395751953125,137682800,2026-06-16 06:11:04.138780+00:00
2016-03-18,26.584999084472656,26.625,26.297500610351562,26.479999542236328,23.96673011779785,176820800,2026-06-16 06:11:04.138780+00:00
2016-03-21,26.482500076293945,26.912500381469727,26.28499984741211,26.477500915527344,23.964466094970703,142010800,2026-06-16 06:11:04.138780+00:00
2016-03-22,26.3125,26.822500228881836,26.302499771118164,26.68000030517578,24.147748947143555,129777600,2026-06-16 06:11:04.138780+00:00
2016-03-23,26.6200008392334,26.767499923706055,26.475000381469727,26.532499313354492,24.014249801635742,102814000,2026-06-16 06:11:04.138780+00:00
2016-03-24,26.36750030517578,26.5625,26.22249984741211,26.417499542236328,23.910158157348633,104532000,2026-06-16 06:11:04.138780+00:00
2016-03-28,26.5,26.547500610351562,26.264999389648438,26.297500610351562,23.80155372619629,77645600,2026-06-16 06:11:04.138780+00:00
2016-03-29,26.22249984741211,26.947500228881836,26.219999313354492,26.920000076293945,24.364971160888672,124760400,2026-06-16 06:11:04.138780+00:00
2016-03-30,27.162500381469727,27.604999542236328,27.149999618530273,27.389999389648438,24.790363311767578,182404400,2026-06-16 06:11:04.138780+00:00
